Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-21 10:30:00+05:30,19811.099609375,19818.150390625,19794.150390625,19808.55078125,0,0,0
2023-07-21 10:45:00+05:30,19809.19921875,19819.099609375,19794.30078125,19809.30078125,0,0,0
2023-07-21 11:00:00+05:30,19809.650390625,19809.650390625,19778.75,19780.0,0,0,0
2023-07-21 11:15:00+05:30,19779.900390625,19794.099609375,19763.150390625,19773.900390625,0,0,0
2023-07-21 11:30:00+05:30,19773.650390625,19799.80078125,19764.94921875,19798.599609375,0,0,0
2023-07-21 11:45:00+05:30,19798.849609375,19800.150390625,19759.55078125,19768.150390625,0,0,0
2023-07-21 12:00:00+05:30,19768.650390625,19781.5,19759.25,19767.900390625,0,0,0
2023-07-21 12:15:00+05:30,19768.099609375,19770.900390625,19733.400390625,19745.650390625,0,0,0
2023-07-21 12:30:00+05:30,19745.400390625,19769.400390625,19745.400390625,19751.30078125,0,0,0
2023-07-21 12:45:00+05:30,19752.349609375,19778.44921875,19750.400390625,19777.05078125,0,0,0
2023-07-21 13:00:00+05:30,19777.400390625,19791.94921875,19762.44921875,19791.349609375,0,0,0
2023-07-21 13:15:00+05:30,19791.150390625,19817.349609375,19787.19921875,19814.25,0,0,0
2023-07-21 13:30:00+05:30,19814.69921875,19821.94921875,19794.150390625,19804.0,0,0,0
2023-07-21 13:45:00+05:30,19804.0,19818.900390625,19801.55078125,19810.5,0,0,0
2023-07-21 14:00:00+05:30,19811.94921875,19820.400390625,19766.150390625,19779.400390625,0,0,0
2023-07-21 14:15:00+05:30,19779.75,19786.30078125,19745.30078125,19760.80078125,0,0,0
2023-07-21 14:30:00+05:30,19760.349609375,19765.349609375,19739.05078125,19739.05078125,0,0,0
2023-07-21 14:45:00+05:30,19739.150390625,19750.0,19704.94921875,19708.05078125,0,0,0
2023-07-21 15:00:00+05:30,19707.849609375,19745.900390625,19700.099609375,19743.25,0,0,0
2023-07-21 15:15:00+05:30,19743.30078125,19780.900390625,19740.05078125,19780.900390625,0,0,0
2023-07-24 09:15:00+05:30,19748.44921875,19755.0,19705.19921875,19718.55078125,0,0,0
2023-07-24 09:30:00+05:30,19719.349609375,19744.900390625,19711.75,19716.55078125,0,0,0
2023-07-24 09:45:00+05:30,19716.150390625,19728.75,19710.55078125,19718.80078125,0,0,0
2023-07-24 10:00:00+05:30,19719.0,19751.150390625,19715.25,19748.55078125,0,0,0
2023-07-24 10:15:00+05:30,19748.55078125,19775.099609375,19747.80078125,19772.0,0,0,0
2023-07-24 10:30:00+05:30,19773.05078125,19782.150390625,19767.75,19775.69921875,0,0,0
2023-07-24 10:45:00+05:30,19775.69921875,19780.44921875,19758.650390625,19763.400390625,0,0,0
2023-07-24 11:00:00+05:30,19763.849609375,19774.5,19760.55078125,19764.19921875,0,0,0
2023-07-24 11:15:00+05:30,19764.150390625,19768.30078125,19752.900390625,19752.900390625,0,0,0
2023-07-24 11:30:00+05:30,19753.599609375,19760.400390625,19709.05078125,19715.05078125,0,0,0
2023-07-24 11:45:00+05:30,19714.5,19714.75,19670.94921875,19671.25,0,0,0
2023-07-24 12:00:00+05:30,19671.44921875,19710.75,19671.44921875,19709.150390625,0,0,0
2023-07-24 12:15:00+05:30,19708.400390625,19719.349609375,19707.05078125,19713.80078125,0,0,0
2023-07-24 12:30:00+05:30,19713.05078125,19733.19921875,19708.44921875,19733.19921875,0,0,0
2023-07-24 12:45:00+05:30,19731.650390625,19761.400390625,19731.150390625,19761.0,0,0,0
2023-07-24 13:00:00+05:30,19760.94921875,19768.900390625,19734.44921875,19760.69921875,0,0,0
2023-07-24 13:15:00+05:30,19761.30078125,19765.5,19749.25,19750.19921875,0,0,0
2023-07-24 13:30:00+05:30,19750.400390625,19760.05078125,19740.5,19752.75,0,0,0
2023-07-24 13:45:00+05:30,19753.849609375,19765.44921875,19745.5,19760.150390625,0,0,0
2023-07-24 14:00:00+05:30,19760.5,19776.0,19731.25,19749.650390625,0,0,0
2023-07-24 14:15:00+05:30,19750.55078125,19750.55078125,19699.25,19713.849609375,0,0,0
2023-07-24 14:30:00+05:30,19714.25,19740.44921875,19711.0,19736.55078125,0,0,0
2023-07-24 14:45:00+05:30,19736.0,19741.44921875,19701.69921875,19701.69921875,0,0,0
2023-07-24 15:00:00+05:30,19701.80078125,19701.80078125,19664.5,19670.900390625,0,0,0
2023-07-24 15:15:00+05:30,19671.349609375,19677.05078125,19659.599609375,19663.69921875,0,0,0
2023-07-25 09:15:00+05:30,19729.349609375,19729.349609375,19674.30078125,19676.25,0,0,0
2023-07-25 09:30:00+05:30,19677.25,19704.19921875,19675.55078125,19688.19921875,0,0,0
2023-07-25 09:45:00+05:30,19688.400390625,19689.75,19663.55078125,19676.25,0,0,0
2023-07-25 10:00:00+05:30,19676.5,19691.30078125,19670.75,19678.05078125,0,0,0
2023-07-25 10:15:00+05:30,19678.75,19679.94921875,19658.25,19660.94921875,0,0,0
2023-07-25 10:30:00+05:30,19660.349609375,19684.75,19660.19921875,19678.25,0,0,0
2023-07-25 10:45:00+05:30,19678.349609375,19685.650390625,19669.25,19670.900390625,0,0,0
2023-07-25 11:00:00+05:30,19670.94921875,19680.44921875,19652.30078125,19673.150390625,0,0,0
2023-07-25 11:15:00+05:30,19673.400390625,19675.099609375,19664.5,19669.94921875,0,0,0
2023-07-25 11:30:00+05:30,19669.94921875,19672.69921875,19657.849609375,19659.400390625,0,0,0
2023-07-25 11:45:00+05:30,19658.849609375,19674.55078125,19648.30078125,19665.30078125,0,0,0
2023-07-25 12:00:00+05:30,19665.55078125,19678.599609375,19660.75,19676.69921875,0,0,0
2023-07-25 12:15:00+05:30,19676.25,19689.650390625,19674.75,19680.099609375,0,0,0
2023-07-25 12:30:00+05:30,19681.30078125,19707.44921875,19680.900390625,19686.69921875,0,0,0
2023-07-25 12:45:00+05:30,19685.900390625,19694.849609375,19675.650390625,19689.55078125,0,0,0
2023-07-25 13:00:00+05:30,19689.25,19696.900390625,19666.75,19667.25,0,0,0
2023-07-25 13:15:00+05:30,19667.099609375,19669.849609375,19627.400390625,19637.400390625,0,0,0
2023-07-25 13:30:00+05:30,19636.55078125,19655.30078125,19616.650390625,19653.55078125,0,0,0
2023-07-25 13:45:00+05:30,19653.30078125,19666.69921875,19638.55078125,19653.94921875,0,0,0
2023-07-25 14:00:00+05:30,19655.05078125,19667.400390625,19649.94921875,19659.69921875,0,0,0
2023-07-25 14:15:00+05:30,19660.94921875,19695.099609375,19660.650390625,19684.099609375,0,0,0
2023-07-25 14:30:00+05:30,19682.900390625,19701.849609375,19677.55078125,19693.05078125,0,0,0
2023-07-25 14:45:00+05:30,19692.400390625,19706.05078125,19671.55078125,19701.69921875,0,0,0
2023-07-25 15:00:00+05:30,19701.30078125,19705.19921875,19666.400390625,19674.650390625,0,0,0
2023-07-25 15:15:00+05:30,19674.05078125,19683.05078125,19669.0,19678.849609375,0,0,0
2023-07-26 09:15:00+05:30,19733.349609375,19762.25,19716.75,19753.900390625,0,0,0
2023-07-26 09:30:00+05:30,19753.349609375,19765.69921875,19746.30078125,19762.900390625,0,0,0
2023-07-26 09:45:00+05:30,19762.80078125,19804.05078125,19755.099609375,19796.150390625,0,0,0
2023-07-26 10:00:00+05:30,19795.80078125,19819.099609375,19791.150390625,19815.69921875,0,0,0
2023-07-26 10:15:00+05:30,19815.849609375,19819.75,19799.849609375,19819.5,0,0,0
2023-07-26 10:30:00+05:30,19819.5,19825.099609375,19807.69921875,19809.099609375,0,0,0
2023-07-26 10:45:00+05:30,19804.69921875,19813.599609375,19796.55078125,19800.44921875,0,0,0
2023-07-26 11:00:00+05:30,19800.900390625,19812.650390625,19796.400390625,19804.400390625,0,0,0
2023-07-26 11:15:00+05:30,19804.849609375,19807.150390625,19791.900390625,19797.25,0,0,0
2023-07-26 11:30:00+05:30,19797.30078125,19803.400390625,19792.150390625,19795.900390625,0,0,0
2023-07-26 11:45:00+05:30,19796.94921875,19808.44921875,19788.25,19806.19921875,0,0,0
2023-07-26 12:00:00+05:30,19805.44921875,19817.80078125,19802.0,19812.400390625,0,0,0
2023-07-26 12:15:00+05:30,19812.5,19819.05078125,19808.900390625,19814.349609375,0,0,0
2023-07-26 12:30:00+05:30,19814.349609375,19816.19921875,19794.19921875,19796.44921875,0,0,0
2023-07-26 12:45:00+05:30,19796.849609375,19806.94921875,19793.44921875,19793.69921875,0,0,0
2023-07-26 13:00:00+05:30,19793.349609375,19793.599609375,19777.900390625,19790.94921875,0,0,0
2023-07-26 13:15:00+05:30,19790.25,19811.349609375,19790.25,19805.599609375,0,0,0
2023-07-26 13:30:00+05:30,19805.099609375,19810.099609375,19797.55078125,19800.5,0,0,0
2023-07-26 13:45:00+05:30,19800.30078125,19802.5,19788.19921875,19799.80078125,0,0,0
2023-07-26 14:00:00+05:30,19799.25,19805.19921875,19790.349609375,19792.69921875,0,0,0
2023-07-26 14:15:00+05:30,19791.849609375,19822.94921875,19791.0,19822.849609375,0,0,0
2023-07-26 14:30:00+05:30,19822.94921875,19824.900390625,19780.69921875,19791.94921875,0,0,0
2023-07-26 14:45:00+05:30,19791.25,19793.69921875,19747.400390625,19763.650390625,0,0,0
2023-07-26 15:00:00+05:30,19766.44921875,19785.44921875,19764.80078125,19784.69921875,0,0,0
2023-07-26 15:15:00+05:30,19784.349609375,19785.75,19769.400390625,19773.099609375,0,0,0
2023-07-27 09:15:00+05:30,19850.900390625,19863.650390625,19825.05078125,19844.400390625,0,0,0
2023-07-27 09:30:00+05:30,19841.900390625,19867.5,19839.650390625,19855.650390625,0,0,0
2023-07-27 09:45:00+05:30,19856.150390625,19857.19921875,19812.400390625,19815.30078125,0,0,0
2023-07-27 10:00:00+05:30,19814.150390625,19823.30078125,19798.80078125,19806.650390625,0,0,0
2023-07-27 10:15:00+05:30,19807.30078125,19820.599609375,19805.25,19815.349609375,0,0,0
2023-07-27 10:30:00+05:30,19815.0,19817.30078125,19792.849609375,19801.650390625,0,0,0
2023-07-27 10:45:00+05:30,19801.5,19814.150390625,19791.80078125,19795.30078125,0,0,0
2023-07-27 11:00:00+05:30,19796.30078125,19798.150390625,19778.69921875,19780.599609375,0,0,0
2023-07-27 11:15:00+05:30,19781.05078125,19781.05078125,19729.80078125,19735.69921875,0,0,0
2023-07-27 11:30:00+05:30,19737.5,19747.69921875,19724.25,19735.30078125,0,0,0
2023-07-27 11:45:00+05:30,19735.75,19754.25,19719.099609375,19753.55078125,0,0,0
2023-07-27 12:00:00+05:30,19754.099609375,19755.94921875,19737.099609375,19740.05078125,0,0,0
2023-07-27 12:15:00+05:30,19739.80078125,19745.80078125,19731.44921875,19737.75,0,0,0
2023-07-27 12:30:00+05:30,19737.849609375,19738.30078125,19716.150390625,19729.30078125,0,0,0
2023-07-27 12:45:00+05:30,19730.25,19739.900390625,19718.349609375,19721.849609375,0,0,0
2023-07-27 13:00:00+05:30,19722.400390625,19732.19921875,19699.099609375,19731.25,0,0,0
2023-07-27 13:15:00+05:30,19731.80078125,19746.0,19704.400390625,19704.400390625,0,0,0
2023-07-27 13:30:00+05:30,19706.05078125,19707.650390625,19686.349609375,19700.94921875,0,0,0
2023-07-27 13:45:00+05:30,19700.55078125,19710.849609375,19681.94921875,19707.80078125,0,0,0
2023-07-27 14:00:00+05:30,19705.69921875,19707.44921875,19682.05078125,19696.099609375,0,0,0
2023-07-27 14:15:00+05:30,19697.849609375,19705.94921875,19662.80078125,19664.19921875,0,0,0
2023-07-27 14:30:00+05:30,19665.19921875,19667.099609375,19615.80078125,19629.69921875,0,0,0
2023-07-27 14:45:00+05:30,19630.5,19639.69921875,19603.849609375,19606.30078125,0,0,0
2023-07-27 15:00:00+05:30,19605.94921875,19665.94921875,19605.599609375,19664.69921875,0,0,0
2023-07-27 15:15:00+05:30,19664.650390625,19708.650390625,19657.19921875,19700.19921875,0,0,0
2023-07-28 09:15:00+05:30,19659.75,19692.05078125,19599.44921875,19609.80078125,0,0,0
2023-07-28 09:30:00+05:30,19609.650390625,19653.0,19608.900390625,19636.19921875,0,0,0
2023-07-28 09:45:00+05:30,19637.0,19666.099609375,19631.80078125,19645.900390625,0,0,0
2023-07-28 10:00:00+05:30,19646.349609375,19648.94921875,19607.900390625,19618.5,0,0,0
2023-07-28 10:15:00+05:30,19618.650390625,19628.25,19596.05078125,19616.599609375,0,0,0
2023-07-28 10:30:00+05:30,19616.900390625,19639.650390625,19608.650390625,19630.349609375,0,0,0
2023-07-28 10:45:00+05:30,19630.30078125,19642.25,19612.19921875,19615.75,0,0,0
2023-07-28 11:00:00+05:30,19615.099609375,19626.400390625,19607.69921875,19607.69921875,0,0,0
2023-07-28 11:15:00+05:30,19607.5,19616.30078125,19587.80078125,19607.44921875,0,0,0
2023-07-28 11:30:00+05:30,19607.650390625,19609.650390625,19581.900390625,19584.25,0,0,0
2023-07-28 11:45:00+05:30,19584.5,19603.650390625,19579.5,19599.05078125,0,0,0
2023-07-28 12:00:00+05:30,19599.19921875,19600.55078125,19573.849609375,19579.94921875,0,0,0
2023-07-28 12:15:00+05:30,19579.599609375,19590.400390625,19565.25,19584.900390625,0,0,0
2023-07-28 12:30:00+05:30,19585.5,19609.05078125,19581.69921875,19604.849609375,0,0,0
2023-07-28 12:45:00+05:30,19604.900390625,19605.55078125,19582.19921875,19587.69921875,0,0,0
2023-07-28 13:00:00+05:30,19587.900390625,19611.19921875,19587.900390625,19607.75,0,0,0
2023-07-28 13:15:00+05:30,19608.05078125,19608.05078125,19583.19921875,19590.900390625,0,0,0
2023-07-28 13:30:00+05:30,19591.150390625,19598.5,19564.5,19565.599609375,0,0,0
2023-07-28 13:45:00+05:30,19565.599609375,19588.19921875,19563.599609375,19588.05078125,0,0,0
2023-07-28 14:00:00+05:30,19588.900390625,19598.94921875,19578.69921875,19597.44921875,0,0,0
2023-07-28 14:15:00+05:30,19597.69921875,19628.44921875,19595.5,19618.349609375,0,0,0
2023-07-28 14:30:00+05:30,19618.400390625,19622.400390625,19581.599609375,19589.849609375,0,0,0
2023-07-28 14:45:00+05:30,19589.80078125,19627.30078125,19588.80078125,19626.05078125,0,0,0
2023-07-28 15:00:00+05:30,19625.849609375,19663.55078125,19624.849609375,19651.80078125,0,0,0
2023-07-28 15:15:00+05:30,19650.94921875,19656.25,19634.0,19638.0,0,0,0
2023-07-31 09:15:00+05:30,19666.349609375,19676.05078125,19599.150390625,19632.099609375,0,0,0
2023-07-31 09:30:00+05:30,19632.30078125,19656.80078125,19620.25,19644.30078125,0,0,0
2023-07-31 09:45:00+05:30,19644.05078125,19662.30078125,19639.94921875,19657.05078125,0,0,0
2023-07-31 10:00:00+05:30,19657.75,19674.44921875,19657.05078125,19672.94921875,0,0,0
2023-07-31 10:15:00+05:30,19673.150390625,19677.55078125,19663.94921875,19676.349609375,0,0,0
2023-07-31 10:30:00+05:30,19676.55078125,19691.849609375,19660.0,19684.900390625,0,0,0
2023-07-31 10:45:00+05:30,19685.05078125,19693.75,19678.80078125,19691.25,0,0,0
2023-07-31 11:00:00+05:30,19691.55078125,19699.19921875,19690.25,19693.5,0,0,0
2023-07-31 11:15:00+05:30,19692.94921875,19716.0,19686.150390625,19715.30078125,0,0,0
2023-07-31 11:30:00+05:30,19715.75,19719.69921875,19700.75,19709.69921875,0,0,0
2023-07-31 11:45:00+05:30,19710.5,19713.69921875,19688.05078125,19698.75,0,0,0
2023-07-31 12:00:00+05:30,19698.650390625,19710.25,19691.05078125,19707.599609375,0,0,0
2023-07-31 12:15:00+05:30,19708.099609375,19711.44921875,19685.650390625,19687.75,0,0,0
2023-07-31 12:30:00+05:30,19687.19921875,19691.900390625,19676.94921875,19683.650390625,0,0,0
2023-07-31 12:45:00+05:30,19684.30078125,19703.55078125,19674.25,19698.349609375,0,0,0
2023-07-31 13:00:00+05:30,19697.900390625,19701.75,19685.150390625,19700.55078125,0,0,0
2023-07-31 13:15:00+05:30,19700.30078125,19710.349609375,19696.849609375,19708.80078125,0,0,0
2023-07-31 13:30:00+05:30,19708.5,19719.650390625,19707.69921875,19712.80078125,0,0,0
2023-07-31 13:45:00+05:30,19712.5,19719.19921875,19697.5,19702.849609375,0,0,0
2023-07-31 14:00:00+05:30,19703.30078125,19726.900390625,19699.900390625,19703.599609375,0,0,0
2023-07-31 14:15:00+05:30,19703.80078125,19722.75,19703.80078125,19715.900390625,0,0,0
2023-07-31 14:30:00+05:30,19716.400390625,19728.30078125,19712.5,19724.55078125,0,0,0
2023-07-31 14:45:00+05:30,19724.75,19725.099609375,19703.25,19720.69921875,0,0,0
2023-07-31 15:00:00+05:30,19720.650390625,19767.25,19720.650390625,19760.0,0,0,0
2023-07-31 15:15:00+05:30,19759.75,19772.25,19737.5,19740.75,0,0,0
2023-08-01 09:15:00+05:30,19784.0,19793.69921875,19750.900390625,19769.5,0,0,0
2023-08-01 09:30:00+05:30,19769.650390625,19780.650390625,19755.69921875,19765.650390625,0,0,0
2023-08-01 09:45:00+05:30,19765.19921875,19787.900390625,19763.349609375,19778.75,0,0,0
2023-08-01 10:00:00+05:30,19778.5,19789.44921875,19775.55078125,19779.55078125,0,0,0
2023-08-01 10:15:00+05:30,19780.25,19782.099609375,19751.150390625,19754.30078125,0,0,0
2023-08-01 10:30:00+05:30,19754.400390625,19757.05078125,19727.099609375,19734.849609375,0,0,0
2023-08-01 10:45:00+05:30,19734.650390625,19746.400390625,19715.05078125,19745.25,0,0,0
2023-08-01 11:00:00+05:30,19745.150390625,19746.94921875,19721.400390625,19730.400390625,0,0,0
2023-08-01 11:15:00+05:30,19730.900390625,19741.30078125,19730.349609375,19740.400390625,0,0,0
2023-08-01 11:30:00+05:30,19740.44921875,19748.900390625,19727.19921875,19748.0,0,0,0
2023-08-01 11:45:00+05:30,19748.80078125,19753.400390625,19732.25,19737.75,0,0,0
2023-08-01 12:00:00+05:30,19738.150390625,19742.55078125,19722.150390625,19729.30078125,0,0,0
2023-08-01 12:15:00+05:30,19728.19921875,19733.849609375,19718.19921875,19720.25,0,0,0
2023-08-01 12:30:00+05:30,19720.05078125,19732.05078125,19707.69921875,19712.05078125,0,0,0
2023-08-01 12:45:00+05:30,19712.5,19726.349609375,19704.849609375,19717.94921875,0,0,0
2023-08-01 13:00:00+05:30,19718.599609375,19738.0,19715.0,19738.0,0,0,0
2023-08-01 13:15:00+05:30,19738.900390625,19751.94921875,19735.69921875,19751.650390625,0,0,0
2023-08-01 13:30:00+05:30,19751.5,19765.75,19745.900390625,19747.849609375,0,0,0
2023-08-01 13:45:00+05:30,19749.099609375,19764.599609375,19733.30078125,19734.44921875,0,0,0
2023-08-01 14:00:00+05:30,19734.25,19744.25,19730.650390625,19737.55078125,0,0,0
2023-08-01 14:15:00+05:30,19737.80078125,19760.19921875,19734.55078125,19758.349609375,0,0,0
2023-08-01 14:30:00+05:30,19758.599609375,19762.80078125,19750.69921875,19756.599609375,0,0,0
2023-08-01 14:45:00+05:30,19757.150390625,19758.05078125,19722.69921875,19734.94921875,0,0,0
2023-08-01 15:00:00+05:30,19732.69921875,19744.55078125,19721.05078125,19736.150390625,0,0,0
2023-08-01 15:15:00+05:30,19735.80078125,19742.69921875,19727.400390625,19736.099609375,0,0,0
2023-08-02 09:15:00+05:30,19655.400390625,19673.400390625,19623.25,19628.349609375,0,0,0
2023-08-02 09:30:00+05:30,19628.849609375,19640.19921875,19620.69921875,19620.80078125,0,0,0
2023-08-02 09:45:00+05:30,19620.900390625,19638.650390625,19615.69921875,19635.599609375,0,0,0
2023-08-02 10:00:00+05:30,19635.69921875,19638.69921875,19609.099609375,19610.69921875,0,0,0
2023-08-02 10:15:00+05:30,19609.55078125,19614.150390625,19595.75,19601.150390625,0,0,0
2023-08-02 10:30:00+05:30,19601.0,19601.80078125,19570.0,19577.0,0,0,0
2023-08-02 10:45:00+05:30,19577.25,19580.94921875,19558.900390625,19563.0,0,0,0
2023-08-02 11:00:00+05:30,19562.650390625,19563.900390625,19524.599609375,19555.05078125,0,0,0
2023-08-02 11:15:00+05:30,19555.44921875,19558.0,19537.150390625,19537.94921875,0,0,0
2023-08-02 11:30:00+05:30,19538.19921875,19542.25,19517.900390625,19538.19921875,0,0,0
2023-08-02 11:45:00+05:30,19539.69921875,19541.80078125,19528.19921875,19536.30078125,0,0,0
2023-08-02 12:00:00+05:30,19536.400390625,19546.0,19523.44921875,19540.55078125,0,0,0
2023-08-02 12:15:00+05:30,19540.19921875,19543.349609375,19533.05078125,19536.44921875,0,0,0
2023-08-02 12:30:00+05:30,19537.349609375,19556.30078125,19535.5,19552.849609375,0,0,0
2023-08-02 12:45:00+05:30,19552.94921875,19556.900390625,19511.19921875,19512.650390625,0,0,0
2023-08-02 13:00:00+05:30,19512.19921875,19528.94921875,19511.349609375,19512.05078125,0,0,0
2023-08-02 13:15:00+05:30,19511.650390625,19512.5,19476.400390625,19478.44921875,0,0,0
2023-08-02 13:30:00+05:30,19477.849609375,19487.69921875,19442.099609375,19443.5,0,0,0
2023-08-02 13:45:00+05:30,19443.30078125,19468.44921875,19438.349609375,19448.75,0,0,0
2023-08-02 14:00:00+05:30,19448.400390625,19463.44921875,19424.69921875,19429.849609375,0,0,0
2023-08-02 14:15:00+05:30,19429.94921875,19444.19921875,19425.099609375,19443.349609375,0,0,0
2023-08-02 14:30:00+05:30,19442.80078125,19468.69921875,19442.80078125,19462.400390625,0,0,0
2023-08-02 14:45:00+05:30,19461.0,19494.94921875,19455.349609375,19491.5,0,0,0
2023-08-02 15:00:00+05:30,19490.69921875,19543.25,19490.69921875,19542.599609375,0,0,0
2023-08-02 15:15:00+05:30,19542.5,19545.650390625,19514.44921875,19514.80078125,0,0,0
2023-08-03 09:15:00+05:30,19463.75,19527.05078125,19439.25,19521.44921875,0,0,0
2023-08-03 09:30:00+05:30,19522.30078125,19536.650390625,19479.05078125,19496.400390625,0,0,0
2023-08-03 09:45:00+05:30,19496.400390625,19536.80078125,19485.599609375,19500.30078125,0,0,0
2023-08-03 10:00:00+05:30,19500.400390625,19500.400390625,19474.0,19479.80078125,0,0,0
2023-08-03 10:15:00+05:30,19481.44921875,19496.599609375,19468.19921875,19479.0,0,0,0
2023-08-03 10:30:00+05:30,19479.400390625,19491.150390625,19462.5,19475.75,0,0,0
